Unnamed: 0,Folder name,Clip Name,Image Number,DateTime,Temperature,Humidity,Precipitation,Dew Point,Wind Direction,Wind Speed,Sun Radiation Intensity,Min of sunshine latest 10 min
559339,20210201,clip_22_1123,5,2021-02-01 11:23:00,0.7,94,0.0,-0.1,205,1.9,82,0.0
562606,20210201,clip_49_2325,5,2021-02-01 23:25:00,-5.2,97,0.0,-5.5,0,0.0,0,0.0
561566,20210201,clip_40_1936,54,2021-02-01 19:36:00,-2.2,94,0.0,-3.1,154,2.4,0,0.0
562474,20210201,clip_47_2229,115,2021-02-01 22:29:00,-4.7,98,0.0,-5.0,130,0.5,0,0.0
560005,20210201,clip_27_1343,66,2021-02-01 13:43:00,2.0,79,0.0,-1.3,208,2.6,240,10.0
558250,20210201,clip_13_0705,5,2021-02-01 07:05:00,-0.3,99,0.0,-0.5,222,1.9,0,0.0
558656,20210201,clip_16_0829,48,2021-02-01 08:29:00,-0.3,98,0.0,-0.5,257,1.3,28,0.0
556919,20210201,clip_2_0056,5,2021-02-01 00:56:00,-1.0,96,0.0,-1.6,202,2.7,0,0.0
560549,20210201,clip_32_1603,5,2021-02-01 16:03:00,0.5,82,0.0,-2.2,216,1.6,5,0.0
562001,20210201,clip_44_2128,5,2021-02-01 21:28:00,-4.4,98,0.0,-4.8,114,1.2,0,0.0
560186,20210201,clip_29_1439,5,2021-02-01 14:39:00,1.8,79,0.0,-1.4,213,2.4,155,10.0
556836,20210201,clip_1_0028,43,2021-02-01 00:28:00,-1.2,96,0.0,-1.7,192,2.5,0,0.0
558184,20210201,clip_12_0637,60,2021-02-01 06:37:00,-0.5,99,0.0,-0.7,212,3.3,0,0.0
557736,20210201,clip_8_0445,96,2021-02-01 04:45:00,0.0,98,0.1,-0.3,226,2.9,0,0.0
561408,20210201,clip_39_1908,17,2021-02-01 19:08:00,-2.2,91,0.0,-3.4,151,1.4,0,0.0
559223,20210201,clip_21_1049,10,2021-02-01 10:49:00,0.6,95,0.0,-0.1,199,1.9,157,0.0
558976,20210201,clip_19_0953,5,2021-02-01 09:53:00,0.5,97,0.0,0.0,197,1.4,171,10.0
558542,20210201,clip_15_0801,55,2021-02-01 08:01:00,-0.3,98,0.1,-0.5,212,2.3,15,0.0
560296,20210201,clip_29_1439,115,2021-02-01 14:39:00,1.8,79,0.0,-1.4,213,2.4,155,10.0
560538,20210201,clip_31_1535,115,2021-02-01 15:35:00,1.0,82,0.0,-1.8,199,0.6,16,0.0
560659,20210201,clip_32_1603,115,2021-02-01 16:03:00,0.5,82,0.0,-2.2,216,1.6,5,0.0
560901,20210201,clip_34_1648,115,2021-02-01 16:48:00,-0.2,85,0.0,-2.4,136,1.2,0,0.0
561154,20210201,clip_37_1812,5,2021-02-01 18:12:00,-1.5,87,0.0,-3.3,145,1.9,0,0.0
561759,20210201,clip_42_2032,5,2021-02-01 20:32:00,-2.8,97,0.0,-3.3,192,0.4,0,0.0
561990,20210201,clip_43_2100,115,2021-02-01 21:00:00,-3.7,97,0.0,-4.0,0,0.0,0,0.0
562232,20210201,clip_45_2156,115,2021-02-01 21:56:00,-4.2,98,0.0,-4.5,0,0.0,0,0.0
562595,20210201,clip_48_2257,115,2021-02-01 22:57:00,-5.7,97,0.0,-6.1,267,0.6,0,0.0
562727,20210201,clip_50_2353,5,2021-02-01 23:53:00,-5.3,97,0.0,-5.7,0,0.0,0,0.0
557161,20210201,clip_4_0253,5,2021-02-01 02:53:00,-1.6,97,0.0,-2.1,206,2.4,0,0.0
557282,20210201,clip_5_0321,5,2021-02-01 03:21:00,-0.9,97,0.0,-1.3,220,3.0,0,0.0
557029,20210201,clip_2_0056,115,2021-02-01 00:56:00,-1.0,96,0.0,-1.6,202,2.7,0,0.0
557997,20210201,clip_10_0541,115,2021-02-01 05:41:00,-0.5,98,0.0,-0.8,209,2.3,0,0.0
558008,20210201,clip_11_0609,5,2021-02-01 06:09:00,-0.7,99,0.0,-0.9,211,2.8,0,0.0
558360,20210201,clip_13_0705,115,2021-02-01 07:05:00,-0.3,99,0.0,-0.5,222,1.9,0,0.0
559449,20210201,clip_22_1123,115,2021-02-01 11:23:00,0.7,94,0.0,-0.1,205,1.9,82,0.0
559460,20210201,clip_23_1151,5,2021-02-01 11:51:00,0.9,90,0.0,-0.6,207,2.2,184,9.5
559581,20210201,clip_24_1219,5,2021-02-01 12:19:00,1.3,89,0.0,-0.2,207,2.3,207,10.0
559812,20210201,clip_25_1247,115,2021-02-01 12:47:00,1.8,87,0.0,-0.1,208,2.7,306,10.0
560065,20210201,clip_28_1411,5,2021-02-01 14:11:00,2.2,77,0.0,-1.3,216,2.4,261,10.0
560417,20210201,clip_30_1507,115,2021-02-01 15:07:00,1.6,81,0.0,-1.4,210,1.2,74,0.0
560780,20210201,clip_33_1620,115,2021-02-01 16:20:00,0.3,82,0.0,-2.4,209,1.3,0,0.0
561143,20210201,clip_36_1744,115,2021-02-01 17:44:00,-1.1,88,0.0,-2.9,146,1.8,0,0.0
561275,20210201,clip_38_1840,5,2021-02-01 18:40:00,-2.0,89,0.0,-3.6,148,1.3,0,0.0
561638,20210201,clip_41_2004,5,2021-02-01 20:04:00,-2.4,96,0.0,-3.1,179,1.9,0,0.0
562111,20210201,clip_44_2128,115,2021-02-01 21:28:00,-4.4,98,0.0,-4.8,114,1.2,0,0.0
562353,20210201,clip_46_2224,115,2021-02-01 22:24:00,-4.7,98,0.0,-5.1,0,0.0,0,0.0
557150,20210201,clip_3_0124,115,2021-02-01 01:24:00,-1.2,95,0.0,-1.9,206,2.4,0,0.0
556776,20210201,clip_0_0000,104,2021-02-01 00:00:00,-1.1,97,0.0,-1.6,196,2.8,0,0.0
558855,20210201,clip_18_0925,5,2021-02-01 09:25:00,0.2,98,0.0,-0.2,218,1.1,135,10.0
559933,20210201,clip_26_1315,115,2021-02-01 13:15:00,2.2,81,0.0,-0.7,215,3.0,276,10.0
557784,20210201,clip_9_0513,23,2021-02-01 05:13:00,-0.1,98,0.0,-0.4,222,2.4,0,0.0
557403,20210201,clip_6_0349,5,2021-02-01 03:49:00,-0.5,98,0.0,-0.8,225,3.1,0,0.0
557645,20210201,clip_8_0445,5,2021-02-01 04:45:00,0.0,98,0.1,-0.3,226,2.9,0,0.0
562692,20210201,clip_49_2325,91,2021-02-01 23:25:00,-5.2,97,0.0,-5.5,0,0.0,0,0.0
559191,20210201,clip_20_1021,99,2021-02-01 10:21:00,0.5,96,0.0,-0.1,190,2.0,102,0.0
559307,20210201,clip_21_1049,94,2021-02-01 10:49:00,0.6,95,0.0,-0.1,199,1.9,157,0.0
558378,20210201,clip_14_0733,12,2021-02-01 07:33:00,-0.4,99,0.0,-0.6,221,2.2,3,0.0
561487,20210201,clip_39_1908,96,2021-02-01 19:08:00,-2.2,91,0.0,-3.4,151,1.4,0,0.0
556908,20210201,clip_1_0028,115,2021-02-01 00:28:00,-1.2,96,0.0,-1.7,192,2.5,0,0.0
557524,20210201,clip_7_0417,5,2021-02-01 04:17:00,-0.1,98,0.0,-0.5,216,3.2,0,0.0
558723,20210201,clip_16_0829,115,2021-02-01 08:29:00,-0.3,98,0.0,-0.5,257,1.3,28,0.0
558734,20210201,clip_17_0857,5,2021-02-01 08:57:00,-0.1,98,0.0,-0.4,247,1.5,56,0.0
559041,20210201,clip_19_0953,70,2021-02-01 09:53:00,0.5,97,0.0,0.0,197,1.4,171,10.0
561627,20210201,clip_40_1936,115,2021-02-01 19:36:00,-2.2,94,0.0,-3.1,154,2.4,0,0.0
559944,20210201,clip_27_1343,5,2021-02-01 13:43:00,2.0,79,0.0,-1.3,208,2.6,240,10.0
562413,20210201,clip_47_2229,54,2021-02-01 22:29:00,-4.7,98,0.0,-5.0,130,0.5,0,0.0
558599,20210201,clip_15_0801,112,2021-02-01 08:01:00,-0.3,98,0.1,-0.5,212,2.3,15,0.0
561022,20210201,clip_35_1716,115,2021-02-01 17:16:00,-0.6,87,0.0,-2.5,154,1.8,0,0.0
556974,20210201,clip_2_0056,60,2021-02-01 00:56:00,-1.0,96,0.0,-1.6,202,2.7,0,0.0
557216,20210201,clip_4_0253,60,2021-02-01 02:53:00,-1.6,97,0.0,-2.1,206,2.4,0,0.0
557337,20210201,clip_5_0321,60,2021-02-01 03:21:00,-0.9,97,0.0,-1.3,220,3.0,0,0.0
557942,20210201,clip_10_0541,60,2021-02-01 05:41:00,-0.5,98,0.0,-0.8,209,2.3,0,0.0
558063,20210201,clip_11_0609,60,2021-02-01 06:09:00,-0.7,99,0.0,-0.9,211,2.8,0,0.0
558129,20210201,clip_12_0637,5,2021-02-01 06:37:00,-0.5,99,0.0,-0.7,212,3.3,0,0.0
558239,20210201,clip_12_0637,115,2021-02-01 06:37:00,-0.5,99,0.0,-0.7,212,3.3,0,0.0
558305,20210201,clip_13_0705,60,2021-02-01 07:05:00,-0.3,99,0.0,-0.5,222,1.9,0,0.0
559394,20210201,clip_22_1123,60,2021-02-01 11:23:00,0.7,94,0.0,-0.1,205,1.9,82,0.0
559515,20210201,clip_23_1151,60,2021-02-01 11:51:00,0.9,90,0.0,-0.6,207,2.2,184,9.5
559636,20210201,clip_24_1219,60,2021-02-01 12:19:00,1.3,89,0.0,-0.2,207,2.3,207,10.0
559757,20210201,clip_25_1247,60,2021-02-01 12:47:00,1.8,87,0.0,-0.1,208,2.7,306,10.0
560120,20210201,clip_28_1411,60,2021-02-01 14:11:00,2.2,77,0.0,-1.3,216,2.4,261,10.0
560241,20210201,clip_29_1439,60,2021-02-01 14:39:00,1.8,79,0.0,-1.4,213,2.4,155,10.0
560362,20210201,clip_30_1507,60,2021-02-01 15:07:00,1.6,81,0.0,-1.4,210,1.2,74,0.0
560483,20210201,clip_31_1535,60,2021-02-01 15:35:00,1.0,82,0.0,-1.8,199,0.6,16,0.0
560604,20210201,clip_32_1603,60,2021-02-01 16:03:00,0.5,82,0.0,-2.2,216,1.6,5,0.0
560725,20210201,clip_33_1620,60,2021-02-01 16:20:00,0.3,82,0.0,-2.4,209,1.3,0,0.0
560846,20210201,clip_34_1648,60,2021-02-01 16:48:00,-0.2,85,0.0,-2.4,136,1.2,0,0.0
560912,20210201,clip_35_1716,5,2021-02-01 17:16:00,-0.6,87,0.0,-2.5,154,1.8,0,0.0
561088,20210201,clip_36_1744,60,2021-02-01 17:44:00,-1.1,88,0.0,-2.9,146,1.8,0,0.0
561209,20210201,clip_37_1812,60,2021-02-01 18:12:00,-1.5,87,0.0,-3.3,145,1.9,0,0.0
561330,20210201,clip_38_1840,60,2021-02-01 18:40:00,-2.0,89,0.0,-3.6,148,1.3,0,0.0
561693,20210201,clip_41_2004,60,2021-02-01 20:04:00,-2.4,96,0.0,-3.1,179,1.9,0,0.0
561814,20210201,clip_42_2032,60,2021-02-01 20:32:00,-2.8,97,0.0,-3.3,192,0.4,0,0.0
561935,20210201,clip_43_2100,60,2021-02-01 21:00:00,-3.7,97,0.0,-4.0,0,0.0,0,0.0
562056,20210201,clip_44_2128,60,2021-02-01 21:28:00,-4.4,98,0.0,-4.8,114,1.2,0,0.0
562177,20210201,clip_45_2156,60,2021-02-01 21:56:00,-4.2,98,0.0,-4.5,0,0.0,0,0.0
562298,20210201,clip_46_2224,60,2021-02-01 22:24:00,-4.7,98,0.0,-5.1,0,0.0,0,0.0
562540,20210201,clip_48_2257,60,2021-02-01 22:57:00,-5.7,97,0.0,-6.1,267,0.6,0,0.0
562782,20210201,clip_50_2353,60,2021-02-01 23:53:00,-5.3,97,0.0,-5.7,0,0.0,0,0.0
558492,20210201,clip_15_0801,5,2021-02-01 08:01:00,-0.3,98,0.1,-0.5,212,2.3,15,0.0
560054,20210201,clip_27_1343,115,2021-02-01 13:43:00,2.0,79,0.0,-1.3,208,2.6,240,10.0
557101,20210201,clip_3_0124,66,2021-02-01 01:24:00,-1.2,95,0.0,-1.9,206,2.4,0,0.0
556726,20210201,clip_0_0000,54,2021-02-01 00:00:00,-1.1,97,0.0,-1.6,196,2.8,0,0.0
558904,20210201,clip_18_0925,54,2021-02-01 09:25:00,0.2,98,0.0,-0.2,218,1.1,135,10.0
559884,20210201,clip_26_1315,66,2021-02-01 13:15:00,2.2,81,0.0,-0.7,215,3.0,276,10.0
557830,20210201,clip_9_0513,69,2021-02-01 05:13:00,-0.1,98,0.0,-0.4,222,2.4,0,0.0
557448,20210201,clip_6_0349,50,2021-02-01 03:49:00,-0.5,98,0.0,-0.8,225,3.1,0,0.0
557690,20210201,clip_8_0445,50,2021-02-01 04:45:00,0.0,98,0.1,-0.3,226,2.9,0,0.0
558844,20210201,clip_17_0857,115,2021-02-01 08:57:00,-0.1,98,0.0,-0.4,247,1.5,56,0.0
562649,20210201,clip_49_2325,48,2021-02-01 23:25:00,-5.2,97,0.0,-5.5,0,0.0,0,0.0
559265,20210201,clip_21_1049,52,2021-02-01 10:49:00,0.6,95,0.0,-0.1,199,1.9,157,0.0
559148,20210201,clip_20_1021,56,2021-02-01 10:21:00,0.5,96,0.0,-0.1,190,2.0,102,0.0
558418,20210201,clip_14_0733,52,2021-02-01 07:33:00,-0.4,99,0.0,-0.6,221,2.2,3,0.0
561448,20210201,clip_39_1908,57,2021-02-01 19:08:00,-2.2,91,0.0,-3.4,151,1.4,0,0.0
557634,20210201,clip_7_0417,115,2021-02-01 04:17:00,-0.1,98,0.0,-0.5,216,3.2,0,0.0
561526,20210201,clip_40_1936,14,2021-02-01 19:36:00,-2.2,94,0.0,-3.1,154,2.4,0,0.0
556798,20210201,clip_1_0028,5,2021-02-01 00:28:00,-1.2,96,0.0,-1.7,192,2.5,0,0.0
556872,20210201,clip_1_0028,79,2021-02-01 00:28:00,-1.2,96,0.0,-1.7,192,2.5,0,0.0
557559,20210201,clip_7_0417,40,2021-02-01 04:17:00,-0.1,98,0.0,-0.5,216,3.2,0,0.0
558689,20210201,clip_16_0829,81,2021-02-01 08:29:00,-0.3,98,0.0,-0.5,257,1.3,28,0.0
558766,20210201,clip_17_0857,37,2021-02-01 08:57:00,-0.1,98,0.0,-0.4,247,1.5,56,0.0
559008,20210201,clip_19_0953,37,2021-02-01 09:53:00,0.5,97,0.0,0.0,197,1.4,171,10.0
559073,20210201,clip_19_0953,102,2021-02-01 09:53:00,0.5,97,0.0,0.0,197,1.4,171,10.0
559974,20210201,clip_27_1343,35,2021-02-01 13:43:00,2.0,79,0.0,-1.3,208,2.6,240,10.0
561596,20210201,clip_40_1936,84,2021-02-01 19:36:00,-2.2,94,0.0,-3.1,154,2.4,0,0.0
562383,20210201,clip_47_2229,24,2021-02-01 22:29:00,-4.7,98,0.0,-5.0,130,0.5,0,0.0
562443,20210201,clip_47_2229,84,2021-02-01 22:29:00,-4.7,98,0.0,-5.0,130,0.5,0,0.0
558571,20210201,clip_15_0801,84,2021-02-01 08:01:00,-0.3,98,0.1,-0.5,212,2.3,15,0.0
558627,20210201,clip_16_0829,19,2021-02-01 08:29:00,-0.3,98,0.0,-0.5,257,1.3,28,0.0
560214,20210201,clip_29_1439,33,2021-02-01 14:39:00,1.8,79,0.0,-1.4,213,2.4,155,10.0
560455,20210201,clip_31_1535,32,2021-02-01 15:35:00,1.0,82,0.0,-1.8,199,0.6,16,0.0
561182,20210201,clip_37_1812,33,2021-02-01 18:12:00,-1.5,87,0.0,-3.3,145,1.9,0,0.0
562567,20210201,clip_48_2257,87,2021-02-01 22:57:00,-5.7,97,0.0,-6.1,267,0.6,0,0.0
559542,20210201,clip_23_1151,87,2021-02-01 11:51:00,0.9,90,0.0,-0.6,207,2.2,184,9.5
559729,20210201,clip_25_1247,32,2021-02-01 12:47:00,1.8,87,0.0,-0.1,208,2.7,306,10.0
558211,20210201,clip_12_0637,87,2021-02-01 06:37:00,-0.5,99,0.0,-0.7,212,3.3,0,0.0
557188,20210201,clip_4_0253,32,2021-02-01 02:53:00,-1.6,97,0.0,-2.1,206,2.4,0,0.0
557243,20210201,clip_4_0253,87,2021-02-01 02:53:00,-1.6,97,0.0,-2.1,206,2.4,0,0.0
557309,20210201,clip_5_0321,32,2021-02-01 03:21:00,-0.9,97,0.0,-1.3,220,3.0,0,0.0
557364,20210201,clip_5_0321,87,2021-02-01 03:21:00,-0.9,97,0.0,-1.3,220,3.0,0,0.0
556946,20210201,clip_2_0056,32,2021-02-01 00:56:00,-1.0,96,0.0,-1.6,202,2.7,0,0.0
557002,20210201,clip_2_0056,88,2021-02-01 00:56:00,-1.0,96,0.0,-1.6,202,2.7,0,0.0
557914,20210201,clip_10_0541,32,2021-02-01 05:41:00,-0.5,98,0.0,-0.8,209,2.3,0,0.0
557969,20210201,clip_10_0541,87,2021-02-01 05:41:00,-0.5,98,0.0,-0.8,209,2.3,0,0.0
558035,20210201,clip_11_0609,32,2021-02-01 06:09:00,-0.7,99,0.0,-0.9,211,2.8,0,0.0
558090,20210201,clip_11_0609,87,2021-02-01 06:09:00,-0.7,99,0.0,-0.9,211,2.8,0,0.0
558156,20210201,clip_12_0637,32,2021-02-01 06:37:00,-0.5,99,0.0,-0.7,212,3.3,0,0.0
558277,20210201,clip_13_0705,32,2021-02-01 07:05:00,-0.3,99,0.0,-0.5,222,1.9,0,0.0
558332,20210201,clip_13_0705,87,2021-02-01 07:05:00,-0.3,99,0.0,-0.5,222,1.9,0,0.0
559366,20210201,clip_22_1123,32,2021-02-01 11:23:00,0.7,94,0.0,-0.1,205,1.9,82,0.0
559421,20210201,clip_22_1123,87,2021-02-01 11:23:00,0.7,94,0.0,-0.1,205,1.9,82,0.0
559487,20210201,clip_23_1151,32,2021-02-01 11:51:00,0.9,90,0.0,-0.6,207,2.2,184,9.5
559608,20210201,clip_24_1219,32,2021-02-01 12:19:00,1.3,89,0.0,-0.2,207,2.3,207,10.0
559663,20210201,clip_24_1219,87,2021-02-01 12:19:00,1.3,89,0.0,-0.2,207,2.3,207,10.0
559784,20210201,clip_25_1247,87,2021-02-01 12:47:00,1.8,87,0.0,-0.1,208,2.7,306,10.0
560092,20210201,clip_28_1411,32,2021-02-01 14:11:00,2.2,77,0.0,-1.3,216,2.4,261,10.0
560147,20210201,clip_28_1411,87,2021-02-01 14:11:00,2.2,77,0.0,-1.3,216,2.4,261,10.0
560268,20210201,clip_29_1439,87,2021-02-01 14:39:00,1.8,79,0.0,-1.4,213,2.4,155,10.0
560334,20210201,clip_30_1507,32,2021-02-01 15:07:00,1.6,81,0.0,-1.4,210,1.2,74,0.0
560389,20210201,clip_30_1507,87,2021-02-01 15:07:00,1.6,81,0.0,-1.4,210,1.2,74,0.0
560510,20210201,clip_31_1535,87,2021-02-01 15:35:00,1.0,82,0.0,-1.8,199,0.6,16,0.0
560576,20210201,clip_32_1603,32,2021-02-01 16:03:00,0.5,82,0.0,-2.2,216,1.6,5,0.0
560631,20210201,clip_32_1603,87,2021-02-01 16:03:00,0.5,82,0.0,-2.2,216,1.6,5,0.0
560697,20210201,clip_33_1620,32,2021-02-01 16:20:00,0.3,82,0.0,-2.4,209,1.3,0,0.0
560752,20210201,clip_33_1620,87,2021-02-01 16:20:00,0.3,82,0.0,-2.4,209,1.3,0,0.0
560818,20210201,clip_34_1648,32,2021-02-01 16:48:00,-0.2,85,0.0,-2.4,136,1.2,0,0.0
560873,20210201,clip_34_1648,87,2021-02-01 16:48:00,-0.2,85,0.0,-2.4,136,1.2,0,0.0
560939,20210201,clip_35_1716,32,2021-02-01 17:16:00,-0.6,87,0.0,-2.5,154,1.8,0,0.0
560994,20210201,clip_35_1716,87,2021-02-01 17:16:00,-0.6,87,0.0,-2.5,154,1.8,0,0.0
561060,20210201,clip_36_1744,32,2021-02-01 17:44:00,-1.1,88,0.0,-2.9,146,1.8,0,0.0
561115,20210201,clip_36_1744,87,2021-02-01 17:44:00,-1.1,88,0.0,-2.9,146,1.8,0,0.0
561236,20210201,clip_37_1812,87,2021-02-01 18:12:00,-1.5,87,0.0,-3.3,145,1.9,0,0.0
561302,20210201,clip_38_1840,32,2021-02-01 18:40:00,-2.0,89,0.0,-3.6,148,1.3,0,0.0
561357,20210201,clip_38_1840,87,2021-02-01 18:40:00,-2.0,89,0.0,-3.6,148,1.3,0,0.0
561665,20210201,clip_41_2004,32,2021-02-01 20:04:00,-2.4,96,0.0,-3.1,179,1.9,0,0.0
561720,20210201,clip_41_2004,87,2021-02-01 20:04:00,-2.4,96,0.0,-3.1,179,1.9,0,0.0
561786,20210201,clip_42_2032,32,2021-02-01 20:32:00,-2.8,97,0.0,-3.3,192,0.4,0,0.0
561841,20210201,clip_42_2032,87,2021-02-01 20:32:00,-2.8,97,0.0,-3.3,192,0.4,0,0.0
561907,20210201,clip_43_2100,32,2021-02-01 21:00:00,-3.7,97,0.0,-4.0,0,0.0,0,0.0
561962,20210201,clip_43_2100,87,2021-02-01 21:00:00,-3.7,97,0.0,-4.0,0,0.0,0,0.0
562028,20210201,clip_44_2128,32,2021-02-01 21:28:00,-4.4,98,0.0,-4.8,114,1.2,0,0.0
562083,20210201,clip_44_2128,87,2021-02-01 21:28:00,-4.4,98,0.0,-4.8,114,1.2,0,0.0
562149,20210201,clip_45_2156,32,2021-02-01 21:56:00,-4.2,98,0.0,-4.5,0,0.0,0,0.0
562204,20210201,clip_45_2156,87,2021-02-01 21:56:00,-4.2,98,0.0,-4.5,0,0.0,0,0.0
562270,20210201,clip_46_2224,32,2021-02-01 22:24:00,-4.7,98,0.0,-5.1,0,0.0,0,0.0
562325,20210201,clip_46_2224,87,2021-02-01 22:24:00,-4.7,98,0.0,-5.1,0,0.0,0,0.0
562512,20210201,clip_48_2257,32,2021-02-01 22:57:00,-5.7,97,0.0,-6.1,267,0.6,0,0.0
562754,20210201,clip_50_2353,32,2021-02-01 23:53:00,-5.3,97,0.0,-5.7,0,0.0,0,0.0
562809,20210201,clip_50_2353,87,2021-02-01 23:53:00,-5.3,97,0.0,-5.7,0,0.0,0,0.0
556751,20210201,clip_0_0000,79,2021-02-01 00:00:00,-1.1,97,0.0,-1.6,196,2.8,0,0.0
557076,20210201,clip_3_0124,41,2021-02-01 01:24:00,-1.2,95,0.0,-1.9,206,2.4,0,0.0
558517,20210201,clip_15_0801,30,2021-02-01 08:01:00,-0.3,98,0.1,-0.5,212,2.3,15,0.0
559860,20210201,clip_26_1315,42,2021-02-01 13:15:00,2.2,81,0.0,-0.7,215,3.0,276,10.0
559909,20210201,clip_26_1315,91,2021-02-01 13:15:00,2.2,81,0.0,-0.7,215,3.0,276,10.0
560029,20210201,clip_27_1343,90,2021-02-01 13:43:00,2.0,79,0.0,-1.3,208,2.6,240,10.0
557125,20210201,clip_3_0124,90,2021-02-01 01:24:00,-1.2,95,0.0,-1.9,206,2.4,0,0.0
558879,20210201,clip_18_0925,29,2021-02-01 09:25:00,0.2,98,0.0,-0.2,218,1.1,135,10.0
558928,20210201,clip_18_0925,78,2021-02-01 09:25:00,0.2,98,0.0,-0.2,218,1.1,135,10.0
556701,20210201,clip_0_0000,29,2021-02-01 00:00:00,-1.1,97,0.0,-1.6,196,2.8,0,0.0
562716,20210201,clip_49_2325,115,2021-02-01 23:25:00,-5.2,97,0.0,-5.5,0,0.0,0,0.0
557471,20210201,clip_6_0349,73,2021-02-01 03:49:00,-0.5,98,0.0,-0.8,225,3.1,0,0.0
557713,20210201,clip_8_0445,73,2021-02-01 04:45:00,0.0,98,0.1,-0.3,226,2.9,0,0.0
557807,20210201,clip_9_0513,46,2021-02-01 05:13:00,-0.1,98,0.0,-0.4,222,2.4,0,0.0
557853,20210201,clip_9_0513,92,2021-02-01 05:13:00,-0.1,98,0.0,-0.4,222,2.4,0,0.0
558822,20210201,clip_17_0857,93,2021-02-01 08:57:00,-0.1,98,0.0,-0.4,247,1.5,56,0.0
557667,20210201,clip_8_0445,27,2021-02-01 04:45:00,0.0,98,0.1,-0.3,226,2.9,0,0.0
